"Provincia","Codice","Tipologia","Denominazione","Indirizzo","Civico","Localita","Cod. comune","Comune","CAP","Distr.","Telefono","Caratteristica scuola","Sede direttivo","Codice sede riferimento","Codice sede di direttivo","Denominazione sede direttivo","Indirizzo sede di direttivo","Cod. comune sede dir.","Comune sede di direttivo","CAP sede dir.","Distr. sede dir.","Classificazione Autonomia","Organico Autonomia","Organico Sede","Num. Sedi Autonomia","Macrotipologia Autonomia","Tipologia Autonomia","Tipologia Sede","S-Comune montano","Telefono Sede Autonomia","Fax Sede Autonomia","Fax Sede Autonomia_1","Indirizzo E-Mail Autonomia","Indirizzo E-Mail sede corsi","Indirizzo PEC Autonomia","Indirizzo PEC sede corsi","Codice_ISTAT_comune_SEDE","coorY","coorX","location"
"BG","BGAA83001D","Scuola dell'Infanzia","Infanzia - Gerosa","Via Papa Giovanni","21","-","D991","GEROSA","24010","027","034590088","Ordinaria","NO","BGIC83000L","BGIC83000L","IC di Brembilla","Via Valletta, 20","B140","BREMBILLA","24012","027","Statale","615","11","8","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","0345/98029","0345/98029","0345/90088","bgic83000l@istruzione.it","bgic83000l@istruzione.it","bgic83000l@pec.istruzione.it","bgic83000l@pec.istruzione.it","16112","45,84942664","9,57232224","(45.84942664, 9.57232224)"
"BG","BGAA833022","Scuola dell'Infanzia","Infanzia - Vanzone","Via Risorgimento","379","LOC. VANZONE","B434","CALUSCO D'ADDA","24033","028","035793071","Ordinaria","NO","BGIC833004","BGIC833004","IC di Calusco d'Adda","Piazza San Fedele, 258","B434","CALUSCO D'ADDA","24033","028","Statale","782","73","5","Primo ciclo","Istituto Comprensivo",,"Non montano","035/791286","035/4380675",,"bgic833004@istruzione.it","bgic833004@istruzione.it","bgic833004@pec.istruzione.it","bgic833004@pec.istruzione.it","16046","45,69058421","9,46575999","(45.69058421, 9.46575999)"
"BG","BGAA87801E","Scuola dell'Infanzia","Infanzia - Dott. G.Rescaldini","Via Degli Alpini","6","SOVERE","I873","SOVERE","24060","031","035982515","Ordinaria","NO","BGIC87800N","BGIC87800N","IC di Sovere","Via Silvestri, 1","I873","SOVERE","24060","031","Statale","717","119","5","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","035/981233","035/4341822",,"bgic87800n@istruzione.it",,"bgic87800n@pec.istruzione.it","bgic87800n@pec.istruzione.it","16204","45,82296149","10,0166127","(45.82296149, 10.0166127)"
"BG","BGEE8AF03E","Istituto Istruzione Primario","Primaria - Ospedale Papa Giovanni XXIII","Piazza Organizzazione Mondiale della sanitÃ ","1",,"A794","BERGAMO","24100","029",,"Ospedaliera","NO","BGIC8AF00A","BGIC8AF00A","IC di Bergamo (Savoia - Nullo)","Via Rossini , 10","A794","BERGAMO","24129","029","Statale","1237","100","8","Primo ciclo","Istituto Comprensivo",,"Non montano","035261251",,,,,,"bgic81000b@pec.istruzione.it","16024","45,686461","9,63866","(45.686461, 9.63866)"
"BG","BGEE813022","Istituto Istruzione Primario","Primaria - Locatelli","Via Pradello","3","BERGAMO","A794","BERGAMO","24100","029","035243351","Ordinaria","NO","BGIC81300V","BGIC81300V","IC di Bergamo, Via Tasso","Via Tasso, 14","A794","BERGAMO","24121","029","Statale","1015","314","5","Primo ciclo","Istituto Comprensivo",,"Non montano","035232589","0354179553",,"bgic81300v@istruzione.it","bgic81300v@istruzione.it","bgic81300v@pec.istruzione.it","bgic81300v@pec.istruzione.it","16024","45,697747","9,673588","(45.697747, 9.673588)"
"BG","BGEE88003T","Istituto Istruzione Primario","Primaria - Medolago","Via Manzoni","28","MEDOLAGO","F085","MEDOLAGO","24030","028","0354948826","Ordinaria","NO","BGIC88000N","BGIC88000N","IC di Suisio","Via De Amicis, 1","I997","SUISIO","24040","028","Statale","884","109","6","Primo ciclo","Istituto Comprensivo",,"Non montano","035901418","035901435","035/4948826","bgic88000n@istruzione.it",,"bgic88000n@pec.istruzione.it","bgic88000n@pec.istruzione.it","16250","45,67276236","9,49276963","(45.67276236, 9.49276963)"
"BG","BGEE83603Q","Istituto Istruzione Primario","Primaria - Carvico","Via Cavour","9","CARVICO","B854","CARVICO","24030","028",,"Ordinaria","SI","BGIC83600G","BGIC83600G","IC di Carvico","Via Cavour, 9","B854","CARVICO","24030","028","Statale","1048","213","6","Primo ciclo","Istituto Comprensivo",,"Non montano","0354380362","0354380379","0354380379","bgic83600g@istruzione.it","bgmm05200e@istruzione.it","bgic83600g@pec.istruzione.it","bgic83600g@pec.istruzione.it","16057","45,70195661","9,48634117","(45.70195661, 9.48634117)"
"BG","BGEE84603A","Istituto Istruzione Primario","Primaria - Fara Gera D'Adda","Via Dante Alighieri","7","FARA GERA D'ADDA","D490","FARA GERA D'ADDA","24045","032","0363399147","Ordinaria","NO","BGIC846006","BGIC846006","IC di Fara Gera d'Adda","Piazzale Maritain, 3","D490","FARA GERA D'ADDA","24045","032","Statale","1570","286","8","Primo ciclo","Istituto Comprensivo",,"Non montano","0363688710","0363395980",,"bgic846006@istruzione.it",,"bgic846006@pec.istruzione.it","bgic846006@pec.istruzione.it","16096","45,55526715","9,53371114","(45.55526715, 9.53371114)"
"BG","BGMM87702X","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Don Milani","Via Unione","1",,"G853","PONTERANICA","24010","029",,"Ordinaria","NO","BGIC87700T","BGIC87700T","IC di Sorisole - Ponteranica","Via Roccoli, 1/E","I858","SORISOLE","24010","029","Statale","1179","193","6","Primo ciclo","Istituto Comprensivo",,"Parzialmente montano","035-571446","035-574856",,"bgic87700t@istruzione.it",,"bgic87700t@pec.istruzione.it","bgic86500g@pec.istruzione.it","16169","45,73038206","9,65142814","(45.73038206, 9.65142814)"
"BG","BGEE86604L","Istituto Istruzione Primario","Primaria - Locate","Via Don Allegrini","23","FRAZ. LOCATE","G856","PONTE SAN PIETRO","24036","028","035613231","Ordinaria","NO","BGIC86600B","BGIC86600B","IC di Ponte San Pietro","Via Piave, 34","G856","PONTE SAN PIETRO","24036","028","Statale","806","113","6","Primo ciclo","Istituto Comprensivo",,"Non montano","035611196","0354376720",,"bgic86600b@istruzione.it",,"bgic86600b@pec.istruzione.it","bgic86600b@pec.istruzione.it","16170","45,70259577","9,5660224","(45.70259577, 9.5660224)"
"BG","BGAA808018","Scuola dell'Infanzia","Infanzia - Aquilone","Via Sylva","10","BERGAMO LOC. LORETO","A794","BERGAMO","24100","029","035252420","Ordinaria","NO","BGIC80800B","BGIC80800B","IC di Bergamo, Via Cadorna","Via Cadorna, 9/B","A794","BERGAMO","24128","029","Statale","747","75","4","Primo ciclo","Istituto Comprensivo",,"Non montano","035260085","035264728",,"bgic80800b@istruzione.it",,"bgic80800b@pec.istruzione.it","bgic80800b@pec.istruzione.it","16024","45,69561085","9,64522555","(45.69561085, 9.64522555)"
"BG","BGMM87403D","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Oltre Il Colle","Via Grimoldo","250","-","G050","OLTRE IL COLLE","24013","027","034595110","Ordinaria","NO","BGIC87400A","BGIC87400A","IC di Serina","Via Palma Il Vecchio, 48","I629","SERINA","24017","027","Statale","411","26","10","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","034566067","034566117",,"bgic87400a@istruzione.it",,"bgic87400a@pec.istruzione.it","bgic87400a@pec.istruzione.it","16146","45,89377203","9,76809396","(45.89377203, 9.76809396)"
"BG","BGEE83101E","Istituto Istruzione Primario","Primaria - Cavernago","Via Provinciale","2","-","C396","CAVERNAGO","24050","030","0354426040","Ordinaria","NO","BGIC83100C","BGIC83100C","IC di Calcinate","Largo Francesco De Sanctis, 2","B393","CALCINATE","24050","030","Statale","1383","173","7","Primo ciclo","Istituto Comprensivo",,"Non montano","035841017","035841694",,"bgic83100c@istruzione.it",,"bgic83100c@pec.istruzione.it","bgic83100c@pec.istruzione.it","16066","45,62976223","9,75276098","(45.62976223, 9.75276098)"
"BG","BGSL00201X","Istituto Istruzione Secondario Secondo grado","L. Artistico - Weil","Via Galvani","7","-","L400","TREVIGLIO","24047","032","0363303085","Ordinaria","NO","BGIS00200L","BGIS00200L","Weil","Via Galvani, 7","L400","TREVIGLIO","24047","032","Statale","730","298","2","Secondo ciclo","Liceo","Liceo","Non montano","0363-43096","0363-302858","0363302858","bgis00200l@istruzione.it","bgis00200l@istruzione.it","bgis00200l@pec.istruzione.it","bgis00200l@pec.istruzione.it","16219","45,5201654","9,58583055","(45.5201654, 9.58583055)"
"BG","BGMM85101P","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Sorelle De Marchi","Via De Marchi","12","GROMO","E189","GROMO","24020","025","034641111","Ordinaria","SI","BGIC85100N","BGIC85100N","IC di Gromo","Via De Marchi, 12","E189","GROMO","24020","025","Statale","587","75","12","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","034641111","034642819","034642819","BGIC85100N@ISTRUZIONE.IT","BGIC85100N@ISTRUZIONE.IT","bgic85100n@pec.istruzione.it","bgic85100n@pec.istruzione.it","16118","45,9653812","9,9271649","(45.9653812, 9.9271649)"
"BG","BGEE838019","Istituto Istruzione Primario","Primaria - Cividino","Via F.Lli Pagani","20/a","CASTELLI CAL.- CIVIDINO","C079","CASTELLI CALEPIO","24060","030","030733165","Ordinaria","NO","BGIC838007","BGIC838007","IC di Castelli Calepio","Piazza Vittorio Veneto, 11","C079","CASTELLI CALEPIO","24060","030","Statale","783","232","3","Primo ciclo","Istituto Comprensivo",,"Non montano","035847029","0354494670",,"bgic838007@istruzione.it",,"bgic838007@pec.istruzione.it","bgic838007@pec.istruzione.it","16062","45,61092013","9,89087285","(45.61092013, 9.89087285)"
"BG","BGEE8AB015","Istituto Istruzione Primario","Primaria - De Amicis Brembo","Via 25 Aprile","172",,"D245","DALMINE","24044","029",,"Ordinaria","NO","BGIC8AB003","BGIC8AB003","IC di Dalmine, Via Olimpiadi","Via Olimpiadi , 1","D245","DALMINE","24044","029","Statale","1030","221","7","Primo ciclo","Istituto Comprensivo",,"Non montano",,,"035 562420",,"deamicis@dalminescuola.it",,"bgee084003@pec.istruzione.it","16091","45,65303394","9,58404721","(45.65303394, 9.58404721)"
"BG","BGEE82801P","Istituto Istruzione Primario","Primaria - Grone","Via Papa Giovanni XXIII","2","GRONE","E192","GRONE","24060","030","035821061","Ordinaria","NO","BGIC82800L","BGIC82800L","IC di Borgo di Terzo","Largo Vitali, 3","B010","LUZZANA","24069","030","Statale","549","99","5","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","035822418","035820296",,"bgic82800l@istruzione.it",,"bgic82800l@pec.istruzione.it","bgic82800l@pec.istruzione.it","16119","45,72626614","9,90385667","(45.72626614, 9.90385667)"
"BG","BGTF01701V-01","Istituto Istruzione Secondario Secondo grado","I.T.  Tecnologico - Majorana succursale","Corso Europa","14","-","I628","SERIATE","24068","030","035297612","Succursale","NO","BGIS01700A","BGIS01700A","Majorana","Via Partigiani, 1","I628","SERIATE","24068","030","Statale","1042","0","3","Secondo ciclo","Istituto di Istruzione Superiore","Istituto Tecnico","Non montano","035297612","035301672",,"bgis01700a@istruzione.it",,"bgis01700a@pec.istruzione.it","bgis01700a@pec.istruzione.it","16198","45,67925192","9,73291912","(45.67925192, 9.73291912)"
"BG","BGAA89901G","Scuola dell'Infanzia","Infanzia - Cologno Al Serio","Via Circonvallazione","21",,"C894","COLOGNO AL SERIO","24055","033",,"Ordinaria","NO","BGIC89900P","BGIC89900P","IC di Cologno al Serio","Via Rosmini, 12","C894","COLOGNO AL SERIO","24055","033","Statale","1046","156","3","Primo ciclo","Istituto Comprensivo",,"Non montano","035896031","0354872415",,"bgmm068004@istruzione.it",,,"bgaa89901g@pec.istruzione.it","16079","45,57925348","9,71086844","(45.57925348, 9.71086844)"
"BG","BGAA83501L","Scuola dell'Infanzia","Infanzia - Masano","Via Bellini","s.n.c.","CARAVAGGIO, MASANO","B731","CARAVAGGIO","24043","032","036352459","Ordinaria","NO","BGIC83500Q","BGIC83500Q","IC di Caravaggio","Via Zenale e Butinone, 20","B731","CARAVAGGIO","24043","032","Statale","1397","47","7","Primo ciclo","Istituto Comprensivo",,"Non montano","036350598","0363351700",,"bgic83500q@istruzione.it",,"bgic83500q@pec.istruzione.it","bgic83500q@pec.istruzione.it","16053","45,51275791","9,67808936","(45.51275791, 9.67808936)"
"BG","BGMM817017","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Albano S. Alessandro","Via Dante Alighieri","13","-","A129","ALBANO SANT'ALESSANDRO","24061","030","035581159","Ordinaria","NO","BGIC817006","BGIC817006","IC di Albano Sant'Alessandro","Via Dante Alighieri, 11","A129","ALBANO SANT'ALESSANDRO","24061","030","Statale","764","287","3","Primo ciclo","Istituto Comprensivo",,"Non montano","0354521312","0354239732","0354239732","bgic817006@istruzione.it",,"bgic817006@pec.istruzione.it","bgic817006@pec.istruzione.it","16003","45,68554456","9,77132825","(45.68554456, 9.77132825)"
"BG","BGEE884013","Istituto Istruzione Primario","Primaria - Lallio","Via Locatelli","9","LALLIO BG","E422","LALLIO","24040","029","035691296","Ordinaria","NO","BGIC884001","BGIC884001","IC ""CESARE ZONCA"" DI TREVIOLO","Via Papa Giovanni XXIII, 40","L404","TREVIOLO","24048","029","Statale","1073","200","5","Primo ciclo","Istituto Comprensivo",,"Non montano","035691624","035691068",,"bgic884001@istruzione.it",,"bgic884001@pec.istruzione.it","bgic884001@pec.istruzione.it","16123","45,6678394","9,62702955","(45.6678394, 9.62702955)"
"BG","BGEE8AE03P","Istituto Istruzione Primario","Primaria -  Ospedale","Piazzale Ospedale","1",,"L400","TREVIGLIO","24047","032",,"Ospedaliera","NO","BGIC8AE00E","BGIC8AE00E","IC di  Treviglio, Viale del Partigiano","Viale del Partigiano , 25","L400","TREVIGLIO","24047","032","Statale","1283","7","6","Primo ciclo","Istituto Comprensivo",,"Non montano",,,,,,,"bgee071001@pec.istruzione.it","16219","45,51062","9,61017","(45.51062, 9.61017)"
"BG","BGAA85103L","Scuola dell'Infanzia","Infanzia - Valgoglio","Via Papa Giovanni XXIII","11","VALGOGLIO","L579","VALGOGLIO","24020","025","034647944","Ordinaria","NO","BGIC85100N","BGIC85100N","IC di Gromo","Via De Marchi, 12","E189","GROMO","24020","025","Statale","587","20","12","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","034641111","034642819",,"BGIC85100N@ISTRUZIONE.IT",,"bgic85100n@pec.istruzione.it","bgic85100n@pec.istruzione.it","16225","45,97477303","9,91299656","(45.97477303, 9.91299656)"
"BG","BGRH01000P-01","Istituto Istruzione Secondario Secondo grado","I.P. - San Pellegrino Terme succursale via San Carlo","Via San Carlo","32","SAN PELLEGRINO TERME","I079","SAN PELLEGRINO TERME","24016","027","034521096","Succursale","NO","BGRH01000P","BGRH01000P","IP di San Pellegrino","Viale della Vittoria, 6","I079","SAN PELLEGRINO TERME","24016","027","Statale","1082","0","2","Secondo ciclo","Istituto Professionale","Istituto Professionale","Totalmente montano","034521096","034523118",,"bgrh01000p@istruzione.it",,"bgrh01000p@pec.istruzione.it","bgrh01000p@pec.istruzione.it","16190","45,83739724","9,66359472","(45.83739724, 9.66359472)"
"BG","BGEE834089","Istituto Istruzione Primario","Primaria - Piazza Pio XII","Piazza Pio XII","s.n.c.","FRAZ. S. GERVASIO","B703","CAPRIATE SAN GERVASIO","24042","028","0290962299","Ordinaria","NO","BGIC83400X","BGIC83400X","IC di Capriate San Gervasio","Via XXV Aprile, 28","B703","CAPRIATE SAN GERVASIO","24042","028","Statale","804","170","5","Primo ciclo","Istituto Comprensivo",,"Non montano","029090759","0292091821",,"bgic83400x@istruzione.it",,"bgic83400x@pec.istruzione.it","bgic83400x@pec.istruzione.it","16051","45,61659102","9,52445406","(45.61659102, 9.52445406)"
"BG","BGTF029015","Istituto Istruzione Secondario Secondo grado","I.T. Tecnologico - Caterina Caniana","Via Polaresco","19","BERGAMO","A794","BERGAMO","24129","029","035250547","Ordinaria","SI","BGIS02900L","BGIS02900L","Caniana","Via Polaresco, 19","A794","BERGAMO","24129","029","Statale","785","216","2","Secondo ciclo","Istituto di Istruzione Superiore","Istituto Tecnico","Non montano","035 250547","035 4328401","0354328401","canianaipssc@istitutocaniana.it","canianaipssc@istitutocaniana.it","bgis02900l@pec.istruzione.it","bgis02900l@pec.istruzione.it","16024","45,69234629","9,63348287","(45.69234629, 9.63348287)"
"BG","BGEE88601P","Istituto Istruzione Primario","Primaria - Verdellino","Via Marconi","22","-","L752","VERDELLINO","24049","032",,"Ordinaria","NO","BGIC88600L","BGIC88600L","IC di Verdellino - Zingonia","Largo Cartesio, 1","L752","VERDELLINO","24040","032","Statale","880","213","5","Primo ciclo","Istituto Comprensivo",,"Non montano","035884516","035872770",,"bgic88600l@istruzione.it",,"bgic88600l@pec.istruzione.it","bgic88600l@pec.istruzione.it","16232","45,60587495","9,6171377","(45.60587495, 9.6171377)"
"BG","BGMM87101X","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Caffi","Via Vittorio Veneto","29-31","SAN PELLEGRINO TERME","I079","SAN PELLEGRINO TERME","24016","027","034521132","Ordinaria","SI","BGIC87100V","BGIC87100V","IC di San Pellegrino Terme","Via Vittorio Veneto, 29-31","I079","SAN PELLEGRINO TERME","24016","027","Statale","459","153","6","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","034521419","034521419","0345/21419","bgic87100v@istruzione.it","bgic87100v@istruzione.it","bgic87100v@pec.istruzione.it","bgic87100v@pec.istruzione.it","16190","45,83394289","9,66693456","(45.83394289, 9.66693456)"
"BG","BGEE862027","Istituto Istruzione Primario","Primaria - Valbrembo","Via Roma","22/a","VALBREMBO","L545","VALBREMBO","24030","029","035527077","Ordinaria","NO","BGIC862004","BGIC862004","IC di Paladina","Passaggio Rodari, 1","G249","PALADINA","24030","029","Statale","721","144","5","Primo ciclo","Istituto Comprensivo",,"Non montano","035637559","035633900",,"bgic862004@istruzione.it",,"bgic862004@pec.istruzione.it","bgic862004@pec.istruzione.it","16224","45,71880925","9,60922885","(45.71880925, 9.60922885)"
"BG","BGMM82403C","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Costa di Mezzate","Via San Giorgio","3","COSTA DI MEZZATE","D110","COSTA DI MEZZATE","24060","030","035684440","Ordinaria","NO","BGIC824009","BGIC824009","IC di Bagnatica","Via Dei Mille,","A557","BAGNATICA","24060","030","Statale","1162","135","6","Primo ciclo","Istituto Comprensivo",,"Non montano","035689540","0356669364",,"bgic824009@istruzione.it",,"bgic824009@pec.istruzione.it","bgic824009@pec.istruzione.it","16084","45,66259304","9,7974754","(45.66259304, 9.7974754)"
"BG","BGMM891015","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Villongo","Via Volta","s.n.c.","VILLONGO","M045","VILLONGO","24060","031","035927200","Ordinaria","NO","BGIC891004","BGIC891004","IC di Villongo","Via Volta, 1","M045","VILLONGO","24060","031","Statale","1252","360","6","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","035927200","035925024","035927200","bgic891004@istruzione.it","bgmm15100g@istruzione.it","bgic891004@pec.istruzione.it","bgic891004@pec.istruzione.it","16242","45,67219847","9,9340935","(45.67219847, 9.9340935)"
"BG","BGAA80702D","Scuola dell'Infanzia","Infanzia - Celadina","Via Pizzo Redorta","15","LOC. CELADINA","A794","BERGAMO","24100","029","035297264","Ordinaria","NO","BGIC80700G","BGIC80700G","IC di Bergamo, Via delle Tofane","Via Delle Tofane, 1","A794","BERGAMO","24125","029","Statale","1211","118","7","Primo ciclo","Istituto Comprensivo",,"Non montano","035294148","035301650",,"bgic80700g@istruzione.it",,"bgic80700g@pec.istruzione.it","bgic80700g@pec.istruzione.it","16024","45,6916382","9,7078266","(45.6916382, 9.7078266)"
"BG","BGMM841025","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Caprino Bergamasco","Piazza Vittorio Veneto","s.n.c.","CAPRINO BERGAMASCO","B710","CAPRINO BERGAMASCO","24030","028","035781143","Ordinaria","NO","BGIC841003","BGIC841003","IC di Cisano Bergamasco","Via Giovanni Pascoli , 1","C728","CISANO BERGAMASCO","24034","028","Statale","1204","88","8","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","035781363","035781083",,"bgic841003@istruzione.it",,"bgic841003@pec.istruzione.it","bgic841003@pec.istruzione.it","16052","45,74584294","9,48177427","(45.74584294, 9.48177427)"
"BG","BGAA85502V","Scuola dell'Infanzia","Infanzia - Castro","Via Papa Giovanni XXIII","22","-","C337","CASTRO","24063","031",,"Ordinaria","NO","BGIC855001","BGIC855001","IC di Lovere","Via Dionigi Castelli, 2","E704","LOVERE","24065","031","Statale","496","50","4","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","035961391","035961391",,"bgic855001@istruzione.it",,"bgic855001@pec.istruzione.it","bgic855001@pec.istruzione.it","16065","45,80271786","10,06453105","(45.80271786, 10.06453105)"
"BG","BGEE819032","Istituto Istruzione Primario","Primaria - Barzana","Via Dante Alighieri","s.n.c.","BARZANA","A684","BARZANA","24030","028","035549181","Ordinaria","NO","BGIC81900T","BGIC81900T","IC di Almenno San Bartolomeo","Via IV Novembre,","A216","ALMENNO SAN BARTOLOMEO","24030","028","Statale","1017","131","5","Primo ciclo","Istituto Comprensivo",,"Non montano","035644220","035644885",,"bgic81900t@istruzione.it",,"bgic81900t@pec.istruzione.it","bgic81900t@pec.istruzione.it","16021","45,73389276","9,56870384","(45.73389276, 9.56870384)"
"BG","BGPS008012","Istituto Istruzione Secondario Secondo grado","L. Scientifico - Maironi da Ponte","Via Berizzi","1","-","H046","PRESEZZO","24030","028",,"Ordinaria","SI","BGIS00800G","BGIS00800G","Maironi da Ponte","Via Berizzi, 1","H046","PRESEZZO","24030","028","Statale","947","429","2","Secondo ciclo","Istituto di Istruzione Superiore","Liceo","Non montano","035611400","035462117",,"bgis00800g@istruzione.it",,"bgis00800g@pec.istruzione.it","bgis00800g@pec.istruzione.it","16176","45,69636","9,5778","(45.69636, 9.5778)"
"BG","BGEE863023","Istituto Istruzione Primario","Primaria - Scanzorosciate-Rosciate","Via Maestri del Lavoro","24","FRAZ. ROSCIATE","I506","SCANZOROSCIATE","24020","030","035663587","Ordinaria","NO","BGIC86300X","BGIC86300X","IC di Scanzorosciate","Via Degli Orti, 37","I506","SCANZOROSCIATE","24020","030","Statale","1339","98","6","Primo ciclo","Istituto Comprensivo",,"Non montano","035661230","035655343",,"bgic86300x@istruzione.it",,"bgic86300x@pec.istruzione.it","bgic86300x@pec.istruzione.it","16194","45,71014172","9,74667263","(45.71014172, 9.74667263)"
"BG","BGAA8AF039","Scuola dell'Infanzia","Infanzia - Loreto","Via Meucci","4",,"A794","BERGAMO","24100","029",,"Ordinaria","NO","BGIC8AF00A","BGIC8AF00A","IC di Bergamo (Savoia - Nullo)","Via Rossini , 10","A794","BERGAMO","24129","029","Statale","1237","75","8","Primo ciclo","Istituto Comprensivo",,"Non montano","035261251",,,,,,"bgic81000b@pec.istruzione.it","16024","45,69066211","9,64273093","(45.69066211, 9.64273093)"
"BG","BGEE85902B","Istituto Istruzione Primario","Primaria - Martinengo","Via Zambianchi","1","MARTINENGO","E987","MARTINENGO","24057","033","0363987092","Ordinaria","SI","BGIC859008","BGIC859008","IC di Martinengo","Via Zambianchi, 1","E987","MARTINENGO","24057","033","Statale","1152","392","4","Primo ciclo","Istituto Comprensivo",,"Non montano","0363987092","0363947248","0363947248","bgic859008@istruzione.it","bgee04500c@istruzione.it","bgic859008@pec.istruzione.it","bgic859008@pec.istruzione.it","16133","45,56883814","9,77241522","(45.56883814, 9.77241522)"
"BG","BGMM84503D","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Mozzo","Via Piatti","5",,"F791","MOZZO","24030","029",,"Ordinaria","NO","BGIC84500A","BGIC84500A","IC di Curno - Mozzo","Via De Amicis, 13","D221","CURNO","24035","029","Statale","1305","186","5","Primo ciclo","Istituto Comprensivo",,"Non montano","035  614445","035 613112","035 4371123","bgic84500a@istruzione.it","bgic85700l@istruzione.it","bgic84500a@pec.istruzione.it","bgic85700l@pec.istruzione.it","16143","45,69936847","9,6077632","(45.69936847, 9.6077632)"
"BG","BGEE820025","Istituto Istruzione Primario","Primaria - Capizzone","Via Don Schiantarelli","4","CAPIZZONE","B661","CAPIZZONE","24030","028","035863115","Ordinaria","NO","BGIC820002","BGIC820002","IC di Almenno San Salvatore","Via Europa, 3","A217","ALMENNO SAN SALVATORE","24031","028","Statale","678","68","5","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","035640092","035644885",,"bgic820002@istruzione.it",,"bgic820002@pec.istruzione.it","bgic820002@pec.istruzione.it","16050","45,78566451","9,56622358","(45.78566451, 9.56622358)"
"BG","BGEE869022","Istituto Istruzione Primario","Primaria - S. Giovanni Bianco","Via Arlecchino","31","S. GIOVANNI B.CO","H910","SAN GIOVANNI BIANCO","24015","027","034543127","Ordinaria","NO","BGIC86900V","BGIC86900V","IC di San Giovanni Bianco","Via Castelli, 19","H910","SAN GIOVANNI BIANCO","24015","027","Statale","612","260","7","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","034543620","034543620",,"bgic86900v@istruzione.it",,"bgic86900v@pec.istruzione.it","bgic86900v@pec.istruzione.it","16188","45,87038375","9,65307399","(45.87038375, 9.65307399)"
"BG","BGMM876013","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado -  A. Moro","Corso Roma","37","SERIATE","I628","SERIATE","24068","030","035295297","Ordinaria","SI","BGIC876002","BGIC876002","IC di Seriate, corso Roma","Corso Roma, 37","I628","SERIATE","24068","030","Statale","963","307","6","Primo ciclo","Istituto Comprensivo",,"Non montano","035295297","0354240539","0354240539","bgic876002@istruzione.it","bgic876002@istruzione.it","bgic876002@pec.istruzione.it","bgic876002@pec.istruzione.it","16198","45,68153675","9,70999098","(45.68153675, 9.70999098)"
"BG","BGEE839048","Istituto Istruzione Primario","Primaria - G.-Rova","Via Papa Giovanni XXIII","9","ENDINE GAIANO","D406","ENDINE GAIANO","24060","030","035826383","Ordinaria","NO","BGIC839003","BGIC839003","IC di Casazza","Via Broli, 4","B947","CASAZZA","24060","030","Statale","1100","65","9","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","035/810016","035/812702",,"bgic839003@istruzione.it","bgic839003@istruzione.it","bgic839003@pec.istruzione.it","bgic839003@pec.istruzione.it","16093","45,78947245","9,99679982","(45.78947245, 9.99679982)"
"BG","BGMM897014","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Giovanni XXIII","Via Papa Giovanni XXIII","1",,"I919","SPIRANO","24050","032",,"Ordinaria","NO","BGIC897003","BGIC897003","IC di Spirano","Via Santa Lucia, 6","I919","SPIRANO","24050","032","Statale","948","177","5","Primo ciclo","Istituto Comprensivo",,"Non montano","035877326","035877688",,"bgee06500n@istruzione.it",,,"bgic897003@pec.istruzione.it","16206","45,58239069","9,66466549","(45.58239069, 9.66466549)"
"BG","BGAA87101Q","Scuola dell'Infanzia","Infanzia - Dossena","Don Rigoli","1","-","D352","DOSSENA","24010","027",,"Ordinaria","NO","BGIC87100V","BGIC87100V","IC di San Pellegrino Terme","Via Vittorio Veneto, 29-31","I079","SAN PELLEGRINO TERME","24016","027","Statale","459","18","6","Primo ciclo","Istituto Comprensivo",,"Totalmente montano","034521419","034521419",,"bgic87100v@istruzione.it",,"bgic87100v@pec.istruzione.it","bgic87100v@pec.istruzione.it","16092","45,87900943","9,69994249","(45.87900943, 9.69994249)"
