"CODICE_FARMACIA","DESCRIZIONE_FARMACIA","PARTITA_IVA","INDIRIZZO","COMUNE","FRAZIONE","CAP","PROVINCIA","CODICE_ISTAT","LATITUDINE","LONGITUDINE","LOCATION"
"VA0286","FARMACIA BOSSI","02332420021","VIA COMO, 7","CASORATE SEMPIONE",,"21011","VA","12.039","45,67345551479","8,74471133982","POINT (8.74471133982 45.673455514793)"
"MI6175","PETRINI SRL","13464920969","PIAZZA RISORGIMENTO","MELEGNANO",,"20077","MI","15.140","45,35772979975","9,32447065102","POINT (9.324470651021 45.357729799746)"
"MI4063","DELLA SALUTE SRL","05313480963","VIA MANZONI, 9","VERMEZZO CON ZELO",,"20071","MI","15.251","45,3931065022","8,9820751869","POINT (8.982075186904 45.393106502198)"
"BG0371","FARMACIA DI CARAVAGGIO S.A.S. - DR. ANTONIO ANTONIOLI & C.","02462080165","VIA FABRIZIO DE ANDRE' 1/3","CARAVAGGIO",,"24043","BG","16.053","45,4924199","9,65361675","POINT (9.65361675 45.4924199)"
"VA0371","FARMACIA DOTT.RI GIULIANA E ALBERTO RAMELLA SRL","03374390122","VIA DIAZ, 1","ANGERA",,"21021","VA","12.003","45,77363950004","8,5780038352","POINT (8.578003835202 45.773639500036)"
"MN0323","FARMACIA ZULIANI DI DR.SSA ALESSANDRA ZULIANI","03019820343","VIA GIUSEPPE MAZZINI, 50","RIVAROLO MANTOVANO",,"46017","MN","20.050","45,0696072006","10,43311589883","POINT (10.433115898833 45.069607200599)"
"LC0117","PESCARENICO","04131600969","C.SO MARTIRI LIBER. N.93","LECCO",,"23900","LC","97.042","45,8578386","9,42269581","POINT (9.42269581 45.8578386)"
"MI4233","SIVIGLIA SRL","11758230962","PIAZZA ROMA, 3","VERMEZZO CON ZELO",,"20071","MI","15.251","45,38827739441","8,98580396035","POINT (8.98580396035 45.388277394412)"
"BS0766","FARMACIA COMUNALE 2","02508380983","VIA BRESCIA, 149","MONTICHIARI",,"25018","BS","17.113","45,4204019184","10,3760320369","POINT (10.3760320369 45.4204019184)"
"MI4090","GRANCIA SRL","06723980964","VIA GRANCIA, 40","LAINATE",,"20045","MI","15.116","45,55593611931","9,01916988614","POINT (9.01916988614 45.555936119312)"
"BS0466","FARM. S. VITTORIO DI LUSSIGNOLI P. E C SNC","03389790175","VIA GIACOMO MATTEOTTI, 75","CASTENEDOLO",,"25014","BS","17.043","45,47094810543","10,29921977329","POINT (10.29921977329 45.470948105432)"
"PV0267","FARMACIA COMASCO","01127970182","VIA GUGLIELMO MARCONI, 6","DORNO",,"27020","PV","18.061","45,15603271087","8,95028623238","POINT (8.950286232378 45.156032710874)"
"BS0669","F. SCARABELLO  DELLA DOTT.SSA BENEDETTA RUBUANO","03730200981","VIA AMADINI, 21","TAVERNOLE SUL MELLA",,"25060","BS","17.183","45,74898639496","10,2410279914","POINT (10.2410279914 45.748986394959)"
"CR0133","FARMACIA FRANZINI DOTT.SSE ANNA CATERINA E CHIARA SNC","01014490195","VIA MATTEOTTI, 89","SAN GIOVANNI IN CROCE",,"26037","CR","19.090","45,07934267792","10,37369314807","POINT (10.373693148074 45.07934267792)"
"BG0334","FARMACIA VARINELLI DELLA DR.SSA VARINELLI SILVANA & C. S.N.C.","02230780161","VIA NAZIONALE, 88","CASAZZA",,"24060","BG","16.058","45,75111062068","9,90891812831","POINT (9.908918128306 45.751110620681)"
"BS0715","FARM. GRISOLI SRL","03923280980","VIA JOHN FITZGERALD KENNEDY, 4","ROCCAFRANCA",,"25030","BS","17.162","45,46489109074","9,91309600413","POINT (9.913096004125 45.46489109074)"
"BS7039","FARMACIA BONETTI BULGARI SRL","04151400985","VIA LUIGI ERCOLI, 55","BIENNO",,"25040","BS","17.018","45,93751438239","10,29178527663","POINT (10.291785276631 45.937514382385)"
"MI0973","A.F.M. N. 79","13195220150","VIA GUIDO DE RUGGIERO, 8","MILANO",,"20142","MI","15.146","45,41884590193","9,17451831939","POINT (9.174518319394 45.418845901926)"
"BG0769","FARMACIA PARIS S.R.L.","04721320168","VIA ROMA, 2","CAPRIATE SAN GERVASIO",,"24042","BG","16.051","45,61080510524","9,52586909268","POINT (9.525869092683 45.610805105237)"
"MI1873","CALO'","09726360960","PIAZZALE GABRIO PIOLA, 1","MILANO",,"20131","MI","15.146","45,47976100607","9,22315816825","POINT (9.223158168245 45.479761006068)"
"MN0284","FARMACIA ZANELLA DI PIERO ZANELLA & C. S.A.S.","02518370206","CORSO ITALIA, 63","BORGO MANTOVANO","REVERE","46036","MN","20.072","45,0567154982","11,1304055858","POINT (11.1304055858 45.0567154982)"
"MI1545","REMOTTI","11988310154","VIALE PREMUDA, 10","MILANO",,"20129","MI","15.146","45,46362240588","9,20768869538","POINT (9.207688695382 45.463622405875)"
"MI4010","LUPO","01945170023","VIA DANTE ALIGHIERI, 33","INVERUNO",,"20001","MI","15.113","45,51532126537","8,8531847116","POINT (8.853184711602 45.515321265371)"
"MI1983","CANEVA SRL","12113350966","PIAZZA CARLO CANEVA, 3","MILANO",,"20154","MI","15.146","45,48727927985","9,16152511219","POINT (9.161525112186 45.48727927985)"
"MI1414","ROVELLI","11224470150","PIAZZA EUROPA","CASSINA DE' PECCHI",,"20051","MI","15.060","45,51457664488","9,36559922498","POINT (9.36559922498 45.514576644876)"
"VA0200","FARMACIA CALZONI SNC","02068480124","VIA CAVALLOTTI, 4","GAVIRATE",,"21026","VA","12.072","45,84423570235","8,71400080096","POINT (8.714000800957 45.844235702345)"
"LO0015","MORTARI","00197340151","VIA DANTE, 50","ZELO BUON PERSICO",,"26839","LO","98.061","45,41190740439","9,43296960994","POINT (9.432969609943 45.411907404387)"
"MI4242","GARAVANI CORSICO SRL","12283450968","VIA NICCOLO' COPERNICO, 4","CORSICO",,"20094","MI","15.093","45,43682160575","9,10689446568","POINT (9.106894465679 45.436821605748)"
"LC0113","ASTOLI","03586220968","VIA NAZARIO SAURO, 12","COSTA MASNAGA",,"23845","LC","97.026","45,77037147981","9,27087240353","POINT (9.270872403528 45.770371479807)"
"BG0719","FARMACIA CONCA VERDE S.N.C. DEL DR. LORENZO SCAGLIONI & C.","04471620163","VIA GUGLIELMO MATTIOLI, 24","BERGAMO",,"24129","BG","16.024","45,69381578625","9,62892333494","POINT (9.62892333494 45.693815786249)"
"PV0586","FARMACIA SANTA CRISTINA","02831710187","VIA VITTORIO VENETO, 110","SANTA CRISTINA E BISSONE",,"27010","PV","18.139","45,157407804","9,39836902982","POINT (9.398369029815 45.157407804)"
"MI1801","MONTE ROSA SAS DEI DOTTORI ANTONIOLI ANDREA MARIA E ANTONIOLI CARLO MARIA","07601070969","VIA ELEUTERIO PAGLIANO 1A","MILANO",,"20149","MI","15.146","45,47560680913","9,14804500022","POINT (9.148045000223 45.475606809126)"
"MI4138","A.S.B. COMUNALE N.2 BUCCINASCO","05463280965","VIA DON MINZONI, 5","BUCCINASCO",,"20090","MI","15.036","45,4232433836","9,1139168242","POINT (9.1139168242 45.4232433836)"
"BG0741","FARMACITY S.N.C. DI AGNELLI STEFANO E TANGHETTI MANUELA","04369660982","VIA ERNESTO BASLINI","TREVIGLIO",,"24047","BG","16.219","45,5165512536","9,5863819912","POINT (9.5863819912 45.5165512536)"
"PV0564","FARMACIA CROCE DI DOTT.SSA PASOTTI MARGHERITA","02849110180","VIA VALLONE, 2","CASTELLETTO DI BRANDUZZO",,"27040","PV","18.038","45,07057451414","9,10136157139","POINT (9.101361571393 45.070574514135)"
"CO0478","FARMACIA MARELLI SNC DI SPINELLI DR. PIETRO E COLOMBO DR. GIACOMO","03713770133","VIA PER ALZATE, 13","CANTU'",,"22063","CO","13.041","45,74346741463","9,13824898616","POINT (9.138248986163 45.743467414632)"
"LO0142","CENTRALE DI DR.SSA SIMONA GIGANTE","13132670962","PIAZZA LIBERTA', 46","SANT'ANGELO LODIGIANO",,"26866","LO","98.050","45,23856262861","9,4089905579","POINT (9.408990557904 45.238562628606)"
"MI6166","FCS SRL - FARMACIA N.3 GAROFANI","10945260965","VIA DEI GAROFANI","ROZZANO",,"20089","MI","15.189","45,38437538798","9,15794109421","POINT (9.157941094208 45.384375387982)"
"MI6121","DEL VILLAGGIO SAS DELLA DR.SSA LIGUORI MARTA","09909570963","VIA GIUSEPPE VERDI, 34","INZAGO",,"20065","MI","15.114","45,5363393586","9,4775227309","POINT (9.4775227309 45.5363393586)"
"PV0470","FARMACIA SOMENZINI S.N.C.","02487310183","PIAZZA CAVOUR, 11","CASTEGGIO",,"27045","PV","18.037","45,01576470445","9,12628189154","POINT (9.126281891543 45.015764704447)"
"VA0460","FARMACIA CARRACCI DELLA  IOFARMA HOLDING 2 SRL & C. SAS","03067531206","VIA JOHN FITZGERALD KENNEDY, 34","MALNATE",,"21046","VA","12.096","45,79029908","8,890452769","POINT (8.890452769 45.79029908)"
"MI4199","SANTA CROCE SRL","10410240963","VIA NINO BIXIO, 7","VITTUONE",,"20009","MI","15.243","45,4898435238","8,9489053412","POINT (8.9489053412 45.4898435238)"
"MI1575","MISSORI SAS DI ANGELA ED ELVIRA LIBERATORE","12263860152","PIAZZA GIUSEPPE MISSORI,3","MILANO",,"20123","MI","15.146","45,46091","9,18866","POINT (9.18866 45.46091)"
"VA0454","FARMACIA DI RANCO DEL DOTT. V. BAHRAMI & C. SAS","03928520125","PIAZZA PARROCCHIALE, 2","RANCO",,"21020","VA","12.116","45,79750735186","8,57132468875","POINT (8.571324688751 45.797507351857)"
"CR0192","FARMACIA CERIALI SNC DEI DOTTORI PIER LUIGI E MARCO CERIALI","01447710193","VIA ENRICO BERLINGUER","GADESCO PIEVE DELMONA",,"26030","CR","19.046","45,15767698882","10,10137467184","POINT (10.101374671842 45.15767698882)"
"MI2037","CARNEVALE SNC DI CARNEVALE BONINO ANDREA","13834540968","VIA RAFFAELLO SANZIO 2A","MILANO",,"20149","MI","15.146","45,46981768006","9,15426261218","POINT (9.15426261218 45.46981768006)"
"PV0550","FARMACIA RACHELE S.R.L.","02710670023","CORSO ANTONIO GRAMSCI, 1","CONFIENZA",,"27030","PV","18.052","45,3346282","8,57547157","POINT (8.57547157 45.3346282)"
"BG0304","GHISALBERTI DR. EZIO","02116430162","VIA ROMA, 46","VAL BREMBILLA",,"24012","BG","16.253","45,81812769274","9,59951069341","POINT (9.599510693405 45.818127692742)"
"MI1392","SAN CAMILLO DEL DR.DARDANELLI GIOVANNI SNC","10767360158","PIAZZALE FERDINANDO MARTINI, 3","MILANO",,"20137","MI","15.146","45,45727340759","9,22199861576","POINT (9.221998615759 45.457273407587)"
"MI4212","CASTOLDI SNC","11159970968","CORSO ITALIA, 39","ABBIATEGRASSO",,"20081","MI","15.002","45,39974698117","8,9165939991","POINT (8.916593999097 45.39974698117)"
"LC0018","COMUNALE","00561530130","VIA ROMA,1/A - CODESINO","CASARGO",,"23831","LC","97.015","46,0403147","9,39941986","POINT (9.39941986 46.0403147)"
"MI1909","NUOVA SRL","10438510967","VIALE LOMBARDIA, 102","COLOGNO MONZESE",,"20093","MI","15.081","45,54250529294","9,27548731178","POINT (9.275487311778 45.54250529294)"
"MI8114","FARMACIA NATALE SAS DEL DR.","08014310968","VIA ALESSANDRO MANZONI, 10","CESANO MADERNO",,"20031","MB","108.019","45,6287476","9,14904269","POINT (9.14904269 45.6287476)"
"MI6127","QUARENGHI SAS DI SUSANNA QUARENGHI & C","10397350967","VIA DELLA LIBERAZIONE, 68","TRIBIANO",,"20067","MI","15.222","45,4145904935","9,37582070445","POINT (9.375820704445 45.414590493503)"
"LC0160","SAN PAOLO DOTT. BONFANTI CARLO","03538220132","VIA ALESSANDRO MANZONI, 25","MISSAGLIA",,"23873","LC","97.049","45,68922772312","9,35337537023","POINT (9.353375370225 45.689227723122)"
"MI2060","DEL GARIBALDI SAS DEL DR. CANTONI REMO FABRIZIO","14377660965","CORSO GIUSEPPE GARIBALDI, 83","MILANO",,"20121","MI","15.146","45,47643498307","9,18381887916","POINT (9.183818879157 45.476434983069)"
"MI4178","ROSSINI SNC","10260080964","VIA GIOACCHINO ROSSINI, 12","MAGENTA",,"20013","MI","15.130","45,4690464046","8,8914535346","POINT (8.8914535346 45.4690464046)"
"BG0337","FARM. NOSARI S.N.C.","02258480165","VIA PAPA GIOVANNI XXIII","ALMENNO SAN BARTOLOMEO",,"24030","BG","16.006","45,73363728623","9,5833593931","POINT (9.583359393097 45.733637286226)"
"LC0175","FARMACIA PONTE VECCHIO SAS DI GLORIA CAIROLI & C.","03713570137","VIA ETTORE MONTI, 65","GALBIATE",,"23851","LC","97.036","45,8461516797","9,392816019","POINT (9.392816019 45.8461516797)"
"VA0302","FARMACIA S. FERMO S.R.L.","03100140122","VIA PERGINE, 5","VARESE","S. FERMO","21100","VA","12.133","45,82999069981","8,85079463425","POINT (8.850794634247 45.829990699808)"
"MI1715","PAVESIO SAS DI G. GASTALDI & C.","05528980963","VIA GIORGIO CHAVEZ, 19","MILANO",,"20131","MI","15.146","45,49291321798","9,22605352906","POINT (9.226053529059 45.492913217979)"
"BS0586","F. 1915 SRL","02565630981","VIA FRANCESCO GLISENTI","VILLA CARCINA","PREGNO","25069","BS","17.199","45,63205691782","10,19873349471","POINT (10.19873349471 45.632056917824)"
"VA0236","FARMACIA LARGHI","02398470126","VIA MATTEOTTI, 32","PORTO CERESIO",,"21050","VA","12.113","45,90121940053","8,90295479861","POINT (8.902954798612 45.901219400531)"
"BG0646","FARMACIA ZIZZA DI PICCIONE T. E ZIZZA N. S.N.C.","04228300168","VIA CASTELVAGLIETTI,2/A","ALME'",,"24011","BG","16.005","45,74117","9,60898","POINT (9.60898 45.74117)"
"MI6084","BORSA SNC DELLA DOTTORESSA VIGO MARIA CRISTINA & C.","07777290961","VIA MILANO, 18","PAULLO",,"20067","MI","15.169","45,41612538761","9,39990702523","POINT (9.399907025229 45.416125387613)"
"CO0423","FARMACIA POPOLARE SAS DELLA DOTT.SSA VALERIA LIETTI","03229500131","VIA GIUSEPPE GARIBALDI, 16","COMO",,"22100","CO","13.075","45,81108510765","9,07858886247","POINT (9.078588862474 45.811085107648)"
"MI2066","PADOVA SAS DEL DOTT. TOMMASO LATELLA E C.","14352180963","VIA PRIVATA ATENE, 2","MILANO",,"20132","MI","15.146","45,49831510312","9,23306960111","POINT (9.233069601112 45.498315103118)"
"BG0421","FARMACIA CORBELLETTA","02718980168","VIA SAN MARTINO VECCHIO, 38","TORRE BOLDONE",,"24020","BG","16.214","45,71438970506","9,71396009402","POINT (9.713960094022 45.714389705063)"
"MI1011","COMUNALE N.4 CORSICO","12130890150","VIA FERDINANDO MAGELLANO, 5","CORSICO",,"20094","MI","15.093","45,44155461501","9,11545180209","POINT (9.115451802088 45.441554615014)"
"LC0133","MONTE GRAPPA","03130970134","VIALE MONTEGRAPPA, 25","LECCO",,"23900","LC","97.042","45,85823959944","9,41034157267","POINT (9.410341572673 45.858239599438)"
"BS0748","FARM. SFONDRINI DEL DOTT. SFONDRINI MARCO E C SNC","04043080987","VIA ROMA","VILLACHIARA",,"25030","BS","17.200","45,35469089884","9,93022115432","POINT (9.930221154322 45.354690898841)"
"LC0192","FARMACIA SAN CALIMERO S.R.L.","03870150137","PIAZZA VITTORIO VENETO","PASTURO",,"23818","LC","97.065","45,950699619","9,4421127995","POINT (9.4421127995 45.950699619)"
"BG0218","COMUNALE N.1","00228580163","LARGO PITTORI CAVENAGHI, 2","CARAVAGGIO",,"24043","BG","16.053","45,49561704325","9,64279161521","POINT (9.64279161521 45.495617043254)"
"MI2008","EUROPEA DI SCIORTINO MONICA SRL","12609630962","VIA PAPA GIOVANNI XXIII, 19","COLOGNO MONZESE",,"20093","MI","15.081","45,52077550232","9,27452607512","POINT (9.274526075122 45.520775502324)"
"MI6059","NAZIONALE SRL","06638740966","PIAZZA NAZIONALE, 7","TREZZO SULL'ADDA",,"20056","MI","15.221","45,60780077968","9,51712006215","POINT (9.517120062149 45.607800779682)"
"PV0382","FARMACIA BRUNI","02006450189","VIA EMILIA, 31","CORVINO SAN QUIRICO","FUMO","27050","PV","18.057","45,02428930952","9,15152072401","POINT (9.151520724013 45.024289309524)"
"SO0094","FARMACIA VAL MASINO DI VALSAL SNC","01062960149","VIA ROMA, 2","VAL MASINO",,"23010","SO","14.074","46,2130088062","9,6372643344","POINT (9.6372643344 46.2130088062)"
"VA0392","FARMACIA SAN GIOVANNI BATTISTA S.R.L.","03646190128","VIA GIAN PIETRO PORRO, 146","INDUNO OLONA",,"21056","VA","12.083","45,8556733483","8,8480867082","POINT (8.8480867082 45.8556733483)"
"CR0010","AZIENDA FARMACEUTICA MUNICIPALE S.R.L. - COMUMALE DI CASALMAGGIORE","01110410196","PIAZZA GIUSEPPE GARIBALDI, 8","CASALMAGGIORE",,"26041","CR","19.021","44,98622930841","10,41582244002","POINT (10.415822440021 44.986229308409)"
"MI1933","LEONCAVALLO SRL","02944080841","VIA FRANCESCO PREDABISSI, 1","MILANO",,"20131","MI","15.146","45,48998650885","9,22325011772","POINT (9.223250117723 45.489986508847)"
"MI2057","MILANO PORTA ROMANA","12283700966","CORSO DI PORTA ROMANA, 68","MILANO",,"20122","MI","15.146","45,45704001349","9,1939592218","POINT (9.1939592218 45.457040013493)"
"VA0544","A.M.S.C. 1 GALLARATE","02279540120","VIA PIETRO MARONCELLI, 2","GALLARATE","CAJELLO","21013","VA","12.070","45,68501889505","8,79389626384","POINT (8.793896263835 45.685018895047)"
"VA0449","FARMACIA S. ANNA S.R.L.","03922690122","VIALE ITALIA, 990","CARONNO PERTUSELLA",,"21042","VA","12.034","45,596786917","9,05775689942","POINT (9.057756899417 45.596786917)"
"MI1592","EUROPA SNC DEL DR.MARIO DE CONCA & C","12507350150","VIALE MONZA, 177","MILANO",,"20126","MI","15.146","45,50398001238","9,22185612341","POINT (9.221856123405 45.50398001238)"
"PV0430","FARMACIA ROSA S.N.C","02279620187","VIA UMBERTO I, 2","PALESTRO",,"27030","PV","18.107","45,30180361479","8,53236869848","POINT (8.532368698477 45.301803614785)"
"BG0587","FARM. SAN MARTINO S.A.S. - DR. ANDREA RACITI & C.","03925610168","VIA FRATELLI ZANCHI","ALZANO LOMBARDO",,"24022","BG","16.008","45,73777199524","9,73995056923","POINT (9.739950569225 45.737771995244)"
"MI6100","TREE FARMA SRL FARMACIA VISCONTI","08703660962","VIA VISCONTI, 18","CERNUSCO SUL NAVIGLIO",,"20063","MI","15.070","45,5295881096","9,3294309775","POINT (9.329430977502 45.529588109595)"
"MI1924","DEI GIOVI SRL","10563000966","VIA G. CANTINOTTI, 51","CORMANO",,"20032","MI","15.086","45,5481549052","9,155184873","POINT (9.155184873 45.5481549052)"
"MI1893","BERGOGNONE SRL","10209770964","VIA AMBROGIO DA FOSSANO BERGOGNONE, 31","MILANO",,"20144","MI","15.146","45,45398242094","9,16388621049","POINT (9.163886210492 45.453982420943)"
"LO0106","COMUNALE DR.SSA BONGIORNI BOFFALORA D'ADDA","07979470965","VIA UMBERTO I, 30","BOFFALORA D'ADDA",,"26811","LO","98.003","45,36081220273","9,49381107907","POINT (9.493811079065 45.36081220273)"
"MN0023","ZUCCHI","00630190205","VIA GUGLIELMO MARCONI 16B","BORGOCARBONARA",,"46021","MN","20.073","45,0371243083","11,226291373","POINT (11.226291373 45.0371243083)"
"BS0743","FARM. BICCHIERAI SRL","04040940985","VIA FILIPPO CORRIDONI, 14","MONTIRONE",,"25010","BS","17.114","45,44361769475","10,22944319538","POINT (10.229443195383 45.443617694752)"
"PV0050","FARMACIA MODERNA S.R.L.","01505080182","VIA TRENTO, 5","PAVIA",,"27100","PV","18.110","45,19497859534","9,17663701306","POINT (9.176637013059 45.194978595336)"
"BS0878","FARM. STILO SRL","04732640984","VIA SAN GIOVANNI","MONIGA DEL GARDA",,"25080","BS","17.109","45,52525560862","10,53206003296","POINT (10.532060032958 45.525255608617)"
"MN0342","FARMACIA PATRIZIA ROVERI S.R.L.","02774070201","VIA GIORGIO AMENDOLA, 2","BORGO MANTOVANO",,"46020","MN","20.072","45,0268728","11,1151547","POINT (11.1151547 45.0268728)"
"SO0159","FARMACIA SANT'ANNA SRL","01080420142","VIA PROVINCIALE","CEDRASCO",,"23010","SO","14.016","46,150562496","9,76840977081","POINT (9.768409770806 46.150562495995)"
"BS0277","FARM. MAZZOLA ALBERTO","01043870177","VIA ORZINUOVI 26A","LOGRATO",,"25030","BS","17.091","45,48261848068","10,05177040121","POINT (10.051770401211 45.48261848068)"
"CO0328","PIZZI","02235490139","VIA UNIONE, 11","LOMAZZO",,"22074","CO","13.133","45,69766898905","9,0398732708","POINT (9.039873270802 45.697668989048)"
"MI1665","GABBIANI","04127060962","VIA DELLA MOSCOVA, 22","MILANO",,"20121","MI","15.146","45,47635950403","9,19215057473","POINT (9.192150574733 45.476359504031)"
"BG0526","LAFARMACIA.MEDOLAGO S.R.L.","03490110164","VIA EUROPA 34C","MEDOLAGO",,"24030","BG","16.250","45,67247038971","9,49561452935","POINT (9.495614529352 45.672470389713)"
"MI8181","FARMACIA SAN GIACOMO SNC","10402940968","VIA TIZIANO VECELLIO 19","MEDA",,"20821","MB","108.030","45,66428852","9,157501203","POINT (9.157501203 45.66428852)"
"MI1398","ASFCV-COMUNALE NORD","02211980962","VIA PASSIRANO 21/B","VIMERCATE",,"20059","MB","108.050","45,6155314","9,36818189","POINT (9.36818189 45.6155314)"
"MI8104","FARMACIA SANTA RITA SAS","07544550960","VIA DANTE ALIGHIERI, 185","CONCOREZZO",,"20049","MB","108.021","45,5913633","9,33402479","POINT (9.33402479 45.5913633)"
"LC0212","FARMACIA CUZZOCREA SAS DELLA DOTT.SSA CUZZOCREA AGATA & C.","04188330130","VIA CREDEE'","LECCO","LAORCA","23900","LC","97.042","45,87439370615","9,40458659986","POINT (9.404586599862 45.874393706151)"
"MI6146","QUINTO STAMPI DI ZORZOLI E VERMIGLIO SNC","10768580960","VIALE ISONZO, 24","ROZZANO","QUINTO STAMPI","20089","MI","15.189","45,3899583851","9,1708923081","POINT (9.1708923081 45.3899583851)"
"MI1640","RONDO' FARINI","03315190961","PIAZZALE CARLO MACIACHINI, 24","MILANO",,"20159","MI","15.146","45,49757858529","9,18403379116","POINT (9.184033791155 45.497578585286)"
"MI0066","COMUNALI SESTO SRL N.5 CENTRALE","02547190963","VIALE FRATELLI CASIRAGHI, 53","SESTO SAN GIOVANNI",,"20099","MI","15.209","45,53615239707","9,2317756029","POINT (9.231775602899 45.536152397066)"
"MN0319","FARMACIA BARALDI DELLA DOTT.SSA CANOSSA MARTINA E C. SAS","02657890204","PIAZZA MUNICIPIO, 9","SERMIDE E FELONICA","FELONICA","46028","MN","20.061","44,98244161018","11,35267337382","POINT (11.352673373815 44.982441610183)"
"CR0028","A.F.M. CREMONA S.P.A. - COMUNALE N. 2-FARMACIA CENTRALE","01070740194","GALLERIA 25 APRILE, 13","CREMONA",,"26100","CR","19.036","45,13495830127","10,02216401045","POINT (10.022164010453 45.134958301268)"
"MI0093","CAVENAGO B-SERV.STRUMENTALI SRL","02546620960","VIA XXV APRILE, 4","CAVENAGO DI BRIANZA",,"20040","MB","108.017","45,585116","9,41791902","POINT (9.41791902 45.585116)"
"CO0511","FARMACIA S.AGATA S.R.L.","03674060136","PIAZZA DON ANGELO MONTI","CASNATE CON BERNATE",,"22070","CO","13.053","45,7557713989","9,07298627266","POINT (9.072986272663 45.755771398896)"
"BS0665","F. STORICA DEL BENACO DELLA DOTT.SSA S. TOMASONI E C SAS","03669840989","VIA NAZARIO SAURO","SALO'",,"25087","BS","17.170","45,60521990788","10,5117332053","POINT (10.511733205296 45.605219907875)"
"MI4204","DUELLE SNC","10566490966","VIA ISONZO","CESANO BOSCONE",,"20090","MI","15.074","45,4468876638","9,0986798234","POINT (9.0986798234 45.4468876638)"
"PV0344","FARMACIA MARCHINI","01766910184","PIAZZA ITALIA, 18","OTTOBIANO",,"27030","PV","18.106","45,15298536119","8,82985016641","POINT (8.829850166412 45.152985361192)"
"BS7048","FARMACIA CAMUNA SRL","04382340984","VIA ALDO MORO, 24","CAPO DI PONTE",,"25044","BS","17.035","46,02924228461","10,34522393269","POINT (10.345223932688 46.02924228461)"
"BS0735","FARM. FERRARI SAS DI FERRARI UMBERTO","04024390983","VIALE BRESCIA, 106","MAZZANO","MOLINETTO","25080","BS","17.107","45,50211904706","10,3532918643","POINT (10.353291864298 45.502119047063)"
"BS0756","FARMACIA CAVALLI VIGHIZZOLO SNC DEL DOTT. LUIGI CAVALLI E C","04070650983","VIA BASSA, 15","MONTICHIARI","VIGHIZZOLO","25018","BS","17.113","45,4384293805","10,364977061","POINT (10.364977061 45.4384293805)"
"BS0778","FARM. DOTT. GIANNOTTA SAS DI GIANNOTTA ROBERTO E C","04125840985","PIAZZA PAOLO VI","BERLINGO",,"25030","BS","17.015","45,5026090683","10,03823869863","POINT (10.038238698634 45.502609068296)"
"BG0571","FARM. BRIGHENTI DEL DR. MARIO ALBERTO MAZZOLA","03786310163","VIA VITTORIO EMANUELE, 36","ZOGNO",,"24019","BG","16.246","45,7932383175","9,66451867934","POINT (9.664518679336 45.793238317498)"
"BG0788","FARMACIA DI CALCINATE S.N.C - DR. ALESSANDRO GAZZOLA & C.","04375480169","VIA SAN GIUSEPPE, 14","CALCINATE",,"24050","BG","16.043","45,6176845942","9,7983480011","POINT (9.7983480011 45.6176845942)"
"MI8168","FARMACIA BIASSONO SNC","10023670960","VIA CESANA E VILLA, 80","BIASSONO",,"20853","MB","108.009","45,6259268968","9,2754066779","POINT (9.2754066779 45.6259268968)"
"MI1949","LEGNANI SRL","11313560960","VIA GIOVANNI RASORI, 2","MILANO",,"20145","MI","15.146","45,46768368942","9,16418712082","POINT (9.164187120816 45.467683689421)"
"LC0206","FARMACIA PEDRANI SRL","04057780134","VIA CORRADO VENINI, 2","VARENNA",,"23829","LC","97.084","46,0102558909","9,2838077756","POINT (9.283807775604 46.010255890903)"
"LO0096","DAVIDI DI FELISI LAURA","07364410964","VIA CESARE BATTISTI","SOMAGLIA",,"26867","LO","98.054","45,1476602583","9,63914791571","POINT (9.639147915709 45.147660258295)"
"MN0301","FARMACIA MONTATA CARRA S.N.C. DELLA DOTT.SSE GIULIANA GARBIN E STEFANIA PIEROBON","02576420208","VIA PIER PAOLO PASOLINI, 28","PORTO MANTOVANO","MONTATA CARRA","46047","MN","20.045","45,187424815","10,8062859717","POINT (10.8062859717 45.187424815)"
"MI1738","SANTO SPIRITO SNC & C.","05989380968","VIALE MONZA, 325","MILANO",,"20126","MI","15.146","45,5184455847","9,2255102141","POINT (9.225510214095 45.518445584699)"
"MI4116","BOFFALORA SNC E C.","08030180965","VIA FILIPPO TURATI","BOFFALORA SOPRA TICINO",,"20010","MI","15.026","45,4692582928","8,83028072251","POINT (8.830280722506 45.469258292797)"
"MI8126","FARMACIA CENTRALE","09216330960","VIA MARIO PREDA, 4","VERANO BRIANZA",,"20050","MB","108.048","45,6856488","9,22414592","POINT (9.22414592 45.6856488)"
"MI6029","FAR.COM. SRL ALBIGNANO","04146750965","VIA NICOLA CALIPARI","TRUCCAZZANO",,"20060","MI","15.224","45,50073175249","9,49395688227","POINT (9.493956882271 45.500731752487)"
"MI2046","MILANO QUARENGHI","12283700966","VIA GIACOMO QUARENGHI, 23","MILANO",,"20151","MI","15.146","45,49582760571","9,11486020736","POINT (9.114860207362 45.495827605713)"
"SO0080","FARMACIA MARGOLFO FROSIO SRL","00809000144","VIA LIBERTA', 6","ARDENNO",,"23011","SO","14.005","46,17024110918","9,65072667676","POINT (9.650726676756 46.170241109175)"
"BS0823","FARM. BELLONI - MONTICELLI","04342120989","VIA DANTE ALIGHIERI 12/A","MONTICELLI BRUSATI","TORRE","25040","BS","17.112","45,63323260547","10,09203128055","POINT (10.092031280553 45.633232605473)"
